timestamp,RSSI_dBm,SNR_dB,Lock
2025-06-10 00:00:00,-87.8125200951399,12.226417364466064,1
2025-06-10 01:00:00,-90.20979791315185,11.233579393290505,1
2025-06-10 02:00:00,-91.52416738771723,10.018678048010539,1
2025-06-10 03:00:00,-88.31326086161604,9.455407987710256,1
2025-06-10 04:00:00,-87.64195553688516,14.344281982046574,1
2025-06-10 05:00:00,-89.60955744260536,11.989305206595418,1
2025-06-10 06:00:00,-94.24548014834816,11.60734770647799,1
2025-06-10 07:00:00,-89.45988200096204,11.772291928821451,1
2025-06-10 08:00:00,-88.69786423553245,13.145680751487674,1
2025-06-10 09:00:00,-87.74377730808395,11.191127997293282,1
2025-06-11 00:00:00,-89.37850746056752,12.750660312268149,1
2025-06-11 01:00:00,-94.44761007840322,11.468567814625771,1
2025-06-11 02:00:00,-91.84370378740587,14.208608034799084,1
2025-06-11 03:00:00,-90.54292431147442,13.477905132375325,1
2025-06-11 04:00:00,-91.44301551513762,11.674678634189114,1
2025-06-11 05:00:00,-89.35339928522173,12.77907241712844,1
2025-06-11 06:00:00,-90.60449458544848,11.062789946250257,1
2025-06-11 07:00:00,-89.32993820689234,9.753330556887434,1
2025-06-11 08:00:00,-88.6582138323405,13.086381186244186,1
2025-06-11 09:00:00,-90.54465140479297,15.991664896451915,1
2025-06-12 00:00:00,-93.08142236478385,13.314505274904283,1
2025-06-12 01:00:00,-91.41038636559827,11.554148359096612,1
2025-06-12 02:00:00,-87.12110598870693,13.286804741765058,1
2025-06-12 03:00:00,-86.30392659956337,11.718626544369998,1
2025-06-12 04:00:00,-89.4403021104201,12.35941201682708,1
2025-06-12 05:00:00,-89.59333344035353,13.293100460229034,1
2025-06-12 06:00:00,-94.35692615296988,10.497664313898385,1
2025-06-12 07:00:00,-93.71112713182902,11.797558244373821,1
2025-06-12 08:00:00,-90.81097903881017,11.836090381835884,1
2025-06-12 09:00:00,-87.51077984863045,13.677178971012045,1
2025-06-13 00:00:00,-89.52452938614286,12.550740690874907,1
2025-06-13 01:00:00,-88.12931288580907,11.523791325554072,1
2025-06-13 02:00:00,-91.22888657004734,9.747913103870046,1
2025-06-13 03:00:00,-91.17444289377804,10.683898319059562,1
2025-06-13 04:00:00,-88.00913532393433,10.919370701709152,1
2025-06-13 05:00:00,-90.89284740686443,11.86700082964526,1
2025-06-13 06:00:00,-87.19013689098531,10.126196555332358,1
2025-06-13 07:00:00,-88.09211173065961,11.370627771552856,1
2025-06-13 08:00:00,-89.51166246526408,12.12972315661777,1
2025-06-13 09:00:00,-91.62606435733973,12.732424876688391,1
2025-06-14 00:00:00,-95.25321047466879,12.894537912389126,1
2025-06-14 01:00:00,-92.05952948322674,14.686170942288083,1
2025-06-14 02:00:00,-89.7701803635966,10.946623696482648,1
2025-06-14 03:00:00,-91.03785660827646,11.814527614366451,1
2025-06-14 04:00:00,-86.54668934388042,11.338544372744645,1
2025-06-14 05:00:00,-91.83199421058237,11.64875151547819,1
2025-06-14 06:00:00,-91.80034146991646,11.979631607720053,1
2025-06-14 07:00:00,-86.23194194525128,11.993776791299652,1
2025-06-14 08:00:00,-90.25342739561435,15.780462169599481,1
2025-06-14 09:00:00,-87.66682419258626,13.47419423397536,1
2025-06-15 00:00:00,-89.8853499696891,11.934435233580707,1
2025-06-15 01:00:00,-89.70348588366141,10.915296997250161,1
2025-06-15 02:00:00,-86.2969786943362,9.719070425437081,1
2025-06-15 03:00:00,-90.70145519074828,13.796847618310984,1
2025-06-15 04:00:00,-91.7637055295034,11.818992340757505,1
2025-06-15 05:00:00,-90.52670998773804,11.722870590858394,1
2025-06-15 06:00:00,-88.27645335648252,13.408913122202362,1
2025-06-15 07:00:00,-92.64239138070948,11.0603739162333,1
2025-06-15 08:00:00,-90.60425689439515,9.55093238538687,1
2025-06-15 09:00:00,-90.53923885284097,10.451683373028574,1
2025-06-16 00:00:00,-92.50355027328459,14.360273936559848,1
2025-06-16 01:00:00,-90.28925481349616,14.3147857922533,1
2025-06-16 02:00:00,-86.55616769825069,11.022010018713372,1
2025-06-16 03:00:00,-90.71265843633549,11.219701052981021,1
2025-06-16 04:00:00,-90.20030362709633,10.785624564900317,1
2025-06-16 05:00:00,-88.26550816431832,10.631857471921874,1
2025-06-16 06:00:00,-87.82570158984335,10.961300803310586,1
2025-06-16 07:00:00,-90.07411396525082,12.078919268319723,1
2025-06-16 08:00:00,-90.0721074918969,11.981078051740866,1
2025-06-16 09:00:00,-89.06748995228754,9.960500404939246,1
2025-06-17 00:00:00,-86.79305227964225,10.155868676687025,1
2025-06-17 01:00:00,-90.67004382739148,10.885146355878216,1
2025-06-17 02:00:00,-88.63440910512517,12.37999471500172,1
2025-06-17 03:00:00,-90.32248974601643,11.758419718523863,1
2025-06-17 04:00:00,-90.42814212467633,13.089784505456107,1
2025-06-17 05:00:00,-90.3256777270378,10.692262765746715,1
2025-06-17 06:00:00,-90.63557492636085,11.070143892473462,1
2025-06-17 07:00:00,-88.31133703224505,14.574599556616,1
2025-06-17 08:00:00,-93.66484132077916,12.003282679728537,1
2025-06-17 09:00:00,-86.46367278392556,11.465676405513326,1
2025-06-18 00:00:00,-89.75069471054728,11.921907752875189,1
2025-06-18 01:00:00,-91.86481810361752,12.667162476430551,1
2025-06-18 02:00:00,-90.24051814640612,13.000965966151748,1
2025-06-18 03:00:00,-91.79679251618352,12.803265853357233,1
2025-06-18 04:00:00,-85.53233845976214,12.64524677195011,1
2025-06-18 05:00:00,-89.67948007748184,12.969041957623224,1
2025-06-18 06:00:00,-92.25072826900833,13.101656028863694,1
2025-06-18 07:00:00,-88.5271417794334,12.474312754561147,1
2025-06-18 08:00:00,-88.05324135621107,10.736484186120219,1
2025-06-18 09:00:00,-92.92473901224032,12.48296238686317,1
2025-06-19 00:00:00,-94.432381635681,8.479989881740416,1
2025-06-19 01:00:00,-90.43066171651888,10.295932721401506,1
2025-06-19 02:00:00,-91.43246568947689,13.091452138028657,1
2025-06-19 03:00:00,-92.27442834533879,14.061722083728952,1
2025-06-19 04:00:00,-89.08229362921813,12.430356362223883,1
2025-06-19 05:00:00,-87.9311224846453,11.588063141145401,1
2025-06-19 06:00:00,-91.59658970786333,14.165653218341724,1
2025-06-19 07:00:00,-85.67216756090319,12.547757813115618,1
2025-06-19 08:00:00,-90.22030308764525,13.93884489018192,1
2025-06-19 09:00:00,-90.8207697122929,9.892965538974847,1
2025-06-20 00:00:00,-92.46240881089368,12.746122693474536,1
2025-06-20 01:00:00,-88.28611484738288,11.485010576928268,1
2025-06-20 02:00:00,-89.25068460337714,12.689963962547303,1
2025-06-20 03:00:00,-91.71959097291699,12.943640871694315,1
2025-06-20 04:00:00,-89.60939570949186,15.65509871952872,1
2025-06-20 05:00:00,-92.48340888901659,11.308867245466466,1
2025-06-20 06:00:00,-86.29133031897277,10.427163434708866,1
2025-06-20 07:00:00,-87.76651278432712,12.891966940054923,1
2025-06-20 08:00:00,-89.94610148609472,12.482771099711153,1
2025-06-20 09:00:00,-89.83609062590062,11.729468648679289,1
2025-06-21 00:00:00,-91.59853709371015,14.71173919280519,1
2025-06-21 01:00:00,-87.22068271572711,12.21903128350846,1
2025-06-21 02:00:00,-90.13752526492227,10.75294099379408,1
2025-06-21 03:00:00,-89.24886306895903,9.662366747272285,1
2025-06-21 04:00:00,-90.85831238101106,10.75592613316067,1
2025-06-21 05:00:00,-87.76090031796421,12.076821995536443,1
2025-06-21 06:00:00,-89.84342306186991,12.533670773873661,1
2025-06-21 07:00:00,-89.89596312867535,12.252147196530153,1
2025-06-21 08:00:00,-86.55802529067847,12.648563175637223,1
2025-06-21 09:00:00,-95.21691885570564,13.201804813713379,1
2025-06-22 00:00:00,-91.60488414660708,9.824958535908252,1
2025-06-22 01:00:00,-91.4272498705901,12.197677316742709,1
2025-06-22 02:00:00,-89.23441440484605,13.022305522545098,1
2025-06-22 03:00:00,-89.06391653082183,12.363377181879201,1
2025-06-22 04:00:00,-89.99616312474895,11.959260363784127,1
2025-06-22 05:00:00,-88.02004977171322,9.40933411600594,1
2025-06-22 06:00:00,-90.26968312170351,11.83125640717805,1
2025-06-22 07:00:00,-88.79065718939168,10.38560974891542,1
2025-06-22 08:00:00,-85.66886763511015,10.867061152930711,1
2025-06-22 09:00:00,-93.11424091310313,10.033619921790761,1
2025-06-23 00:00:00,-92.6317412944539,11.076972796185649,1
2025-06-23 01:00:00,-89.53834435239473,13.152626292627208,1
2025-06-23 02:00:00,-89.4016610228616,12.389803585816017,1
2025-06-23 03:00:00,-84.6910728732222,13.676628242712491,1
2025-06-23 04:00:00,-91.7423141805698,14.886855516278729,1
2025-06-23 05:00:00,-87.60999189744217,11.234102935791297,1
2025-06-23 06:00:00,-86.86410082974027,11.259400054800295,1
2025-06-23 07:00:00,-89.21435164947093,10.015579582455034,1
2025-06-23 08:00:00,-91.13426977397455,10.721032952706963,1
2025-06-23 09:00:00,-89.33185624189696,11.51696563939273,1
