timestamp,roll,pitch,yaw,antenna_angle_error,lock_status,sun_vector_angle,eclipse
2025-06-01 00:00:00,0.9934283060224653,1.3257625373348254,-4.476462466649944,0.01,LOCKED,90.0,False
2025-06-01 00:01:00,-0.2765286023423693,2.34694771497065,-4.241400305270132,0.01,LOCKED,90.09,False
2025-06-01 00:02:00,1.295377076201385,0.3620431174074139,-1.2137303557143508,0.74,LOCKED,90.17,False
2025-06-01 00:03:00,3.0460597128160507,-2.593663895911693,0.9153731721071041,0.34,LOCKED,90.26,False
2025-06-01 00:04:00,-0.46830674944667194,0.7993759035052832,-5.495009685450469,0.12,LOCKED,90.35,False
2025-06-01 00:05:00,-0.4682739138983611,-1.302713787583658,-0.9994603523032612,0.85,LOCKED,90.44,False
2025-06-01 00:06:00,3.158425631014783,-1.0572333634995137,-1.0524957130348422,0.09,LOCKED,90.52,False
2025-06-01 00:07:00,1.5348694583058176,1.1727280375101865,2.7766755564168957,0.91,LOCKED,90.61,False
2025-06-01 00:08:00,-0.9389487718699042,2.4765661428672714,-0.7700436234257273,1.37,LOCKED,90.7,False
2025-06-01 00:09:00,1.0851200871719293,0.0425431534721233,0.7659779694818569,0.39,LOCKED,90.79,False
2025-06-01 00:10:00,-0.9268353856249245,0.6176660251979276,0.28251428017492647,0.99,LOCKED,90.87,False
2025-06-01 00:11:00,-0.9314595071405137,3.404429889270476,-4.261132959614401,0.14,LOCKED,90.96,False
2025-06-01 00:12:00,0.48392454313206823,0.48150635897713656,1.5364144332634746,1.16,LOCKED,91.05,False
2025-06-01 00:13:00,-3.826560489315596,5.20336622836079,0.4307930109125759,0.95,LOCKED,91.13,False
2025-06-01 00:14:00,-3.4498356650260655,1.1310192912630883,1.0165372793491791,1.15,LOCKED,91.22,False
2025-06-01 00:15:00,-1.1245750584819454,-3.5215255183116354,7.8524754128726535,0.65,LOCKED,91.31,False
2025-06-01 00:16:00,-2.0256622406688476,1.506683242209065,-4.168225878997177,0.21,LOCKED,91.39,False
2025-06-01 00:17:00,0.6284946651905478,0.7623167697655555,3.449393299522217,1.36,LOCKED,91.48,False
2025-06-01 00:18:00,-1.8160481510424218,2.579505508165491,-0.5748950388007111,0.14,LOCKED,91.57,False
2025-06-01 00:19:00,-2.824607402670583,1.3463627025399167,0.5746578088060186,1.07,LOCKED,91.65,False
2025-06-01 00:20:00,2.931297537843108,-0.27691196796754763,-0.09102449060248434,1.77,LOCKED,91.74,False
2025-06-01 00:21:00,-0.4515526009730713,-2.4485964725787315,-0.848472666796087,1.45,LOCKED,91.82,False
2025-06-01 00:22:00,0.13505640937584767,-0.41804651457205055,-1.1396658564775175,2.4,LOCKED,91.91,False
2025-06-01 00:23:00,-2.8494963724269136,-1.7010409084186002,0.6590174711460183,2.0,LOCKED,92.0,False
2025-06-01 00:24:00,-1.0887654490503653,-1.1610468996094454,-3.0343473933433582,1.22,LOCKED,92.08,False
2025-06-01 00:25:00,0.22184517941973217,1.1771568088412192,1.5011583350435311,1.62,LOCKED,92.17,False
2025-06-01 00:26:00,-2.3019871548446056,3.3398090087028125,-0.8323888097705079,1.65,LOCKED,92.25,False
2025-06-01 00:27:00,0.7513960366913439,0.7893430596459622,-2.2601386780807156,0.94,LOCKED,92.34,False
2025-06-01 00:28:00,-1.20127737983761,-2.3917661240703687,-0.9000257159916274,1.32,LOCKED,92.42,False
2025-06-01 00:29:00,-0.5833874995865536,0.8892053364402814,2.5142984337251457,1.57,LOCKED,92.51,False
2025-06-01 00:30:00,-1.2034132244587938,2.393262973291302,-1.0706701740324462,0.9,LOCKED,92.59,False
