timestamp,gyro_x,gyro_y,gyro_z,true_att_x,true_att_y,true_att_z,est_att_x,est_att_y,est_att_z,gyro_temp,bias_flag
2025-06-24 12:00:00,0.05799461949529161,-0.5084368299468497,0.10743005071510692,0.0,1.4382766158126088,1.682941969615793,0.11213202548575507,2.0909713582565637,1.7454907874979941,25.0,0
2025-06-24 12:00:10,0.025527889946600033,-0.22879386550259756,-0.04043640841741884,0.06988855059161014,1.474935890274781,1.6978819360452226,0.1530785281847468,1.6289690728827753,1.8543247091478825,25.353782368720626,0
2025-06-24 12:00:20,-0.17142189961374635,0.20083294841575816,0.05375724995666213,0.1397634459441813,1.5113069830250927,1.712490160243622,0.26259957899075337,1.5054140569377878,1.6827257944634342,25.70586550480033,0
2025-06-24 12:00:30,0.18859111658025707,0.12660864621540646,0.2919267464796123,0.20961103348671586,1.5473827876639774,1.726763787969607,-0.23535079555198918,1.5821794761590076,2.1141265575645085,26.0545584540888,0
2025-06-24 12:00:40,0.5011279486939202,-0.00620976181276117,-0.23481703729325987,0.2794176659837781,1.58315625548701,1.7407000303572346,0.5593735014157903,1.7555108688166687,2.2615166411051435,26.398186779084995,0
2025-06-24 12:00:50,0.03748717363881039,0.03895337742845564,-0.11658228079724642,0.3491697042019715,1.6186203968621218,1.754296164460908,0.6550180701920885,1.576999657203369,1.4940032229408629,26.73510071662834,0
2025-06-24 12:01:00,0.013930245029533321,-0.07128985069569882,0.21652503605148102,0.41885351957485334,1.6537682825952797,1.7675495337874019,0.5865088009074351,1.7580045110669653,1.9073790993068596,27.063683215379,0
2025-06-24 12:01:10,0.11146355643002692,0.06050470917532828,-0.023484903222228015,0.4884554968657645,1.6885930452843505,1.7804575488149028,0.6765894215092826,1.440811610142256,1.9843748771038616,27.382357813929453,0
2025-06-24 12:01:20,0.26912259723047594,0.4883319863356307,-0.0570713098050094,0.557962036828055,1.7230878806608958,1.7930176874989672,1.047085403581825,2.034662491774089,1.6878897843375738,27.68959632116602,0
2025-06-24 12:01:30,-0.21852760099601698,-0.08678708837356897,0.03227655636717912,0.6273595588621859,1.7572460489196304,1.8052274957652916,1.0838356837858396,2.3370119179181446,1.9384966700812016,27.983926261462365,0
2025-06-24 12:01:40,-0.10893663764422051,-0.34356425712364763,0.0633794209909002,0.6966345036691863,1.7910608760352842,1.8170845879892055,0.5865406454186384,1.909563463670624,1.7605050825990731,28.263938048432696,0
2025-06-24 12:01:50,0.04738328444578443,-0.12032932394917165,0.10223553202791627,0.7657733358999507,1.8245257550666143,1.8285866474617878,0.8608732353314926,1.7441684471627916,2.0170006339705404,28.528291852294984,0
2025-06-24 12:02:00,-0.059673543877900616,0.08252067463034798,-0.03902187728248867,0.8347625467998544,1.857634147447307,1.8397314268425198,0.7763583397265206,1.732010032248222,2.0285026051669797,28.77572412738697,0
2025-06-24 12:02:10,0.14400291261654694,-0.03928817187964282,0.036471929144836226,0.9035886568481756,1.8903795842635231,1.8505167485983838,0.7125488578299365,1.8988013193180298,1.7348724389896935,29.005053768033612,0
2025-06-24 12:02:20,0.23231556282327648,-0.08388636438535374,-0.02431841517085194,0.9722382183918024,1.9227556675178312,1.8609405054293215,1.2362728303873074,1.7505885571695097,2.0081199183943466,29.21518786277521,0
2025-06-24 12:02:30,-0.06935340525108652,0.2158530495237992,-0.24306531099842793,1.0406978182727156,1.9547560713792866,1.8710006606799734,1.1724619222063366,1.6694815766827196,1.9144525700789152,29.40512701892219,0
2025-06-24 12:02:40,0.20281218328532796,0.199798943589387,0.006931757137648029,1.1089540804487314,1.9863745434194109,1.8806952487376087,0.9756599997675046,2.1751567545100507,1.7508614961199158,29.57397023149583,0
2025-06-24 12:02:50,0.19972207972232672,-0.19148674998880608,-0.06284213603231767,1.1769936686069915,2.0176049058338266,1.8900223754161818,1.4713052234692245,2.0020133175588324,2.0211397898923953,29.72091927283394,0
2025-06-24 12:03:00,-0.021852026655885703,0.20751116235829367,-0.13659319333825085,1.24480328876969,2.048441056649314,1.8989802183264273,1.3518963389889984,1.723079117627062,1.6817891118359314,29.845282581475768,0
2025-06-24 12:03:10,0.15732638127260834,0.23799864095146878,0.27417249416759343,1.3123696918915309,2.0788769709160526,1.907567027231931,1.5102614326216406,2.3445922835746784,1.7299779308383159,29.946478631379982,0
2025-06-24 12:03:20,-0.15261480192260063,-0.021882150975919334,0.21333642251203927,1.3796796764484047,2.1089067018848078,1.9157811243910998,1.7844067361760678,2.180875352893518,2.1013436523612885,30.024038765061043,0
2025-06-24 12:03:30,0.052106844019291214,0.04336367992114908,0.06825396152741192,1.4467200910167797,2.1385243821688444,1.92362090488497,1.370984878643194,2.2044327616630977,2.21196136131471,30.077609476841367,0
2025-06-24 12:03:40,0.32917460414211486,0.042558224345955145,-0.18856501838229672,1.5134778368433053,2.167724224890332,1.931084836930785,1.9229497973777891,2.1938070253093636,2.3305087004714586,30.106954135095478,0
2025-06-24 12:03:50,0.016412901908900775,-0.013014370195234826,-0.10241857394327225,1.5799398704041245,2.196500524811018,1.9381714621812853,1.8327446119190236,2.303894269724581,1.7410787463275381,30.111954135095477,0
2025-06-24 12:04:00,0.2596960721655137,0.18822289538867734,0.11983613921951265,1.6460932059533957,2.2248476594469504,1.9448793960096475,2.0054894297039683,2.2507964604949717,2.2890895269808684,30.092609476841368,0
2025-06-24 12:04:10,-0.039134057446426666,0.06873270080603444,-0.36522054993213704,1.7119249180605214,2.2527600901670346,1.9512073277800221,2.2686306955325506,2.4375987048236034,1.9209194005618317,30.04903876506104,0
2025-06-24 12:04:20,0.0015197485664691958,0.18183424746462967,0.1381994979565177,1.7774221441355995,2.280232363275201,1.957154021103613,2.0087256715075417,2.3186258181380373,1.631905577284271,29.981478631379982,0
2025-06-24 12:04:30,0.18453895461155334,-0.03956353984982233,0.14573192573529115,1.8425720869425888,2.3072591110759815,1.9627183140802495,2.232645389691089,2.6329214076944796,2.004419203875895,29.89028258147577,0
2025-06-24 12:04:40,0.029556745231658764,-0.15955015987447824,0.03277217295869693,1.9073620170997114,2.3338350529232836,1.967899119525407,2.334722894957698,2.257175254931147,1.9817561187049333,29.77591927283394,0
2025-06-24 12:04:50,-0.12881840727705476,0.15233628570429375,-0.03302818507389178,1.971779275566593,2.359954996252151,1.9726954251826259,2.406279562200782,2.2978757679324695,2.05752728179194,29.638970231495833,0
2025-06-24 12:05:00,0.11872905013065578,0.14111186198979,9.397431097735165e-06,2.0358112761176628,2.38561383759332,1.9771062939212936,2.234178466893006,2.404000431104264,1.941835636256968,29.480127018922193,0
2025-06-24 12:05:10,0.04045740117635565,0.18264708355863013,0.014785387899415157,2.099445507801323,2.410806563570364,1.981130863919745,2.612561597666351,2.5839207100091666,1.9760880050934904,29.30018786277521,0
